mark	price	produced_year	imported_year	distance	motor_volume	color	type	hurd	hodolguur
Toyota Prius 30	25.0	2015	2023	167000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 40	26.6	2012	2024	158694 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 40	23.0	2012	2021	190000 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Land Cruiser 200	145.0	2014	2014	106000 км.	4.7 л	Хар	Жийп	Зөв	Бензин
Toyota Prius 30	13.5	2009	2017	227000 км.	1.8 л	Цагаан шар	Суудлын тэрэг	Буруу	Бензин
Lexus HS	21.5	2009	2018	27000 км.	2.4 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Alphard	49.0	2012	2024	130000 км.	2.4 л	Цагаан шар	Гэр бүлийн	Буруу	Хайбрид
Toyota Prius 30	21.3	2012	2024	159500 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 40	30.5	2012	2024	89000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Harrier	23.0	2007	2012	146000 км.	3.3 л	Шаргал	Жийп	Зөв	Хайбрид
Автомашин Бусад	55.0	2021	2024	3000 км.	1.5 л	Хар	Гэр бүлийн	Зөв	Бензин
Toyota Prius 20	9.8	2007	2015	1234567 км.	1.5 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Toyota Vanguard	17.5	2007	2014	180000 км.	2.4 л	Саарал	Жийп	Буруу	Бензин
Honda Fit	17.5	2014	2021	199 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Land Cruiser Prado	95.0	2016	2019	100000 км.	2.7 л	Хар	Жийп	Буруу	Бензин
Toyota Harrier	20.0	2006	2015	161000 км.	3.3 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Crown	57.5	2017	2024	120000 км.	2.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Mazda CX	29.9	2014	2020	125000 км.	2.0 л	Хар	Жийп	Буруу	Бензин
Toyota Harrier	44.0	2010	2022	130000 км.	3.3 л	Хар	Жийп	Буруу	Хайбрид
Toyota Crown	38.2	2013	2022	150000 км.	2.5 л	Шаргал	Суудлын тэрэг	Буруу	Хайбрид
Lexus RX	42.0	2010	2018	300000 км.	3.5 л	Хар	Жийп	Буруу	Хайбрид
Toyota Prius 30	27.5	2014	2023	127 км.	1.7 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Lexus RX	63.5	2010	2024	111663 км.	3.5 л	Хар	Жийп	Буруу	Хайбрид
Toyota Prius 40	26.0	2014	2020	140000 км.	1.8 л	Цагаан шар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Harrier	28.0	2005	2015	1700000 км.	3.3 л	Саарал	Жийп	Зөв	Хайбрид
Lexus LX	380.0	2021	2022	40000 км.	5.7 л	Хар	Жийп	Зөв	Бензин
Toyota Prius 40	37.0	2015	2023	190000 км.	1.8 л	Хар	Гэр бүлийн	Буруу	Бензин
Toyota Harrier	35.5	2012	2022	140000 км.	2.4 л	Хар	Жийп	Буруу	Бензин
Toyota Prius 20	11.5	2008	2015	210000 км.	1.4 л	Шаргал	Суудлын тэрэг	Буруу	Хайбрид
Lexus RX	52.0	2009	2023	123000 км.	3.5 л	Хар	Жийп	Буруу	Хайбрид
Toyota Prius 40	28.0	2011	2022	223000 км.	1.5 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Toyota Harrier	27.0	2006	2017	200000 км.	3.3 л	Хар	Жийп	Буруу	Хайбрид
Nissan Caravan	10.0	2004	2015	400000 км.	3.0 л	Саарал	Гэр бүлийн	Буруу	Дизель
Toyota Avensis	20.0	2011	2022	180000 км.	2.0 л	Хар	Суудлын тэрэг	Буруу	Бензин
Lexus RX	61.2	2012	2024	177000 км.	3.5 л	Хар	Жийп	Буруу	Хайбрид
Toyota Prius 30	1.6	2009	2019	100 км.	Цахилгаан	Цагаан шар	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 20	18.3	2009	2022	113000 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Hyundai Starex	42.0	2016	2024	79860 км.	2.5 л	Саарал	Гэр бүлийн	Зөв	Дизель
Lexus LX	115.0	2018	2024	132 км.	3.5 л	Шаргал	Жийп	Буруу	Хайбрид
Lexus NX	85.0	2016	2024	140000 км.	2.5 л	Бор	Жийп	Зөв	Хайбрид
Toyota Probox	19.5	2015	2024	1600000 км.	1.3 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 20	18.8	2008	2022	197000 км.	1.5 л	Цагаан шар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Camry 2018/2022	50.0	2018	2022	83000 км.	3.5 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota C-HR	55.0	2018	2023	100 км.	1.8 л	Бор	Жийп	Буруу	Хайбрид
Toyota Crown	42.8	2013	2021	198000 км.	3.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 30	23.5	2014	2024	87780 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Harrier	22.0	2007	2015	150000 км.	2.4 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 20	10.5	2004	2016	2000000 км.	1.5 л	Шаргал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Aqua	21.6	2018	2024	124162 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 30	14.8	2012	2018	260 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 40	38.3	2017	2024	200000 км.	1.8 л	Хар	Гэр бүлийн	Буруу	Хайбрид
Toyota Prius 40	24.0	2012	2020	309002 км.	2.7 л	Саарал	Гэр бүлийн	Зөв	Бензин
Toyota Prius 10	5.8	2002	2015	270000 км.	1.5 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 30	23.9	2011	2024	130000 км.	1.8 л	Цагаан шар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Land Cruiser 100	28.0	1998	2011	168000 км.	4.7 л	Саарал	Жийп	Буруу	Бензин
Toyota Aqua	13.5	2015	2020	180000 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 30	27.0	2013	2023	155000 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Toyota Raum	12.0	2008	2017	1380000 км.	1.5 л	Бусад	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 30	18.0	2010	2020	240524 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Land Cruiser Prado	88.0	2013	2024	80000 км.	2.7 л	Хар	Жийп	Буруу	Бензин
Toyota Prius 20	15.0	2006	2021	2 км.	2.0 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 30	25.5	2015	2024	141000 км.	1.5 л	Цагаан шар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 40	26.6	2012	2024	170000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Lexus RX	60.0	2012	2021	0 км.	3.5 л	Шаргал	Жийп	Зөв	Бензин
BMW X5	135.0	2016	2023	65000 км.	3.0 л	Шаргал	Жийп	Зөв	Бензин
Mercedes-Benz CLA-Class	54.5	2017	2021	66000 км.	2.2 л	Бусад	Суудлын тэрэг	Зөв	Дизель
Nissan X-Trail	23.0	2012	2021	160000 км.	2.0 л	Хар	Жийп	Буруу	Бензин
Toyota Harrier	36.0	2010	2020	120000 км.	2.4 л	Цагаан шар	Жийп	Буруу	Бензин
Toyota Prius 40	28.0	2012	2022	1000000 км.	1.8 л	Цагаан шар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Land Cruiser 300	210.0	2023	2023	2000 км.	4.0 л	Цагаан шар	Жийп	Зөв	Бензин
Honda Fit	14.5	2016	2022	1500000 км.	1.3 л	Цагаан шар	Суудлын тэрэг	Буруу	Бензин
Toyota Aqua	18.3	2013	2023	143000 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Mercedes-Benz GL-Class	320.0	2020	2021	49000 км.	3.0 л	Цагаан шар	Жийп	Зөв	Бензин
Lexus RX	30.0	2007	2017	190 км.	3.5 л	Саарал	Жийп	Зөв	Хайбрид
Toyota Sai	36.0	2015	2022	92774 км.	2.3 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 30	22.0	2013	2022	110000 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Kluger	23.0	2005	2018	150000 км.	3.3 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 30	18.0	2011	2020	142455 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Camry	21.0	2012	2019	0 км.	2.4 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 30	23.9	2013	2023	139000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Camry	15.5	2009	2016	200000 км.	2.5 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Lexus LX	55.0	2006	2012	150000 км.	4.7 л	Шаргал	Жийп	Зөв	Бензин
Toyota Ractis	16.0	2011	2022	160000 км.	2.6 л	Хар	Суудлын тэрэг	Зөв	Бензин
Toyota Prius 20	11.5	2005	2017	200000 км.	1.5 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Aqua	8.5	2013	2018	236500 км.	1.5 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 30	16.5	2012	2020	217268 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Toyota Crown	52.0	2016	2022	140000 км.	2.5 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Aqua	15.5	2012	2021	100000 км.	1.5 л	Цагаан шар	Суудлын тэрэг	Буруу	Хайбрид
Ford Explorer	83.0	2016	2023	60000 км.	2.3 л	Хар	Жийп	Зөв	Бензин
Toyota Mark	14.8	2012	2012	130000 км.	2.5 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 30	16.5	2011	2018	0 км.	1.8 л	Бусад	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 30	21.0	2009	2022	175161 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Sai	26.0	2010	2023	150000 км.	1.8 л	Бор	Суудлын тэрэг	Буруу	Хайбрид
Volvo XC90	18.0	2009	2021	123 км.	3.2 л	Саарал	Жийп	Буруу	Бензин
Toyota Prius 30	17.5	2011	2020	180000 км.	1.7 л	Цагаан шар	Суудлын тэрэг	Буруу	Хайбрид
Ford Ranger	50.0	2012	2022	111000 км.	3.2 л	Хар	Жийп	Буруу	Дизель
Lexus RX	73.0	2014	2023	77000 км.	3.5 л	Хар	Жийп	Буруу	Хайбрид
Toyota Camry	32.0	2016	2021	200000 км.	2.4 л	Шаргал	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 20	10.8	2007	2015	140000 км.	1.5 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Rumion	22.0	2013	2022	130000 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Бензин
Ford Explorer	65.0	2015	2022	23000 км.	2.0 л	Шаргал	Жийп	Зөв	Бензин
Nissan Navara	172.0	2022	2023	1045 км.	2.4 л	Саарал	Жийп	Зөв	Дизель
Toyota Prius 30	23.9	2011	2024	120000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Renault Бусад	45.0	2019	2020	30000 км.	1.6 л	Хар	Суудлын тэрэг	Зөв	Бензин
Toyota Passo	7.5	2009	2018	175000 км.	1.0 л	Бусад	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 40	30.0	2015	2021	200000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Lexus CT	26.0	2011	2023	200100 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 40	33.8	2012	2024	134000 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Toyota Land Cruiser 200	85.0	2011	2011	86000 км.	4.0 л	Саарал	Жийп	Зөв	Бензин
Toyota Harrier	62.5	2015	2024	136000 км.	2.5 л	Хар	Жийп	Буруу	Хайбрид
Changan UNI-K	85.0	2021	2023	25000 км.	2.0 л	Хар	Жийп	Зөв	Бензин
Lexus GX	45.0	2004	2008	150000000 км.	4.7 л	Хар	Жийп	Зөв	Бензин
Toyota Avensis	20.0	2013	2022	190000 км.	2.0 л	Шаргал	Суудлын тэрэг	Буруу	Бензин
Toyota Voxy	22.5	2011	2021	200000 км.	2.0 л	Саарал	Гэр бүлийн	Буруу	Бензин
Subaru Forester	27.0	2013	2022	165000 км.	2.5 л	Шаргал	Жийп	Буруу	Бензин
Toyota Corolla	2.2	2002	2011	123456789 км.	1.5 л	Шаргал	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 20	9.8	2004	2016	20000 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Aqua	14.1	2014	2021	163000 км.	1.5 л	Цагаан шар	Суудлын тэрэг	Буруу	Бензин
Toyota Land Cruiser Prado	125.0	2018	2024	71000 км.	2.7 л	Цагаан шар	Жийп	Буруу	Бензин
Lexus GS	14.2	2006	2013	150000 км.	3.5 л	Шаргал	Суудлын тэрэг	Зөв	Бензин
Toyota RAV4	85.0	2019	2020	24000 км.	2.0 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Land Cruiser 300	325.0	2023	2023	5000 км.	3.5 л	Хар	Жийп	Зөв	Бензин
Lexus RX	51.0	2009	2022	125000 км.	3.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Fielder	17.0	2014	2020	207000 км.	1.5 л	Бусад	Суудлын тэрэг	Буруу	Бензин
Toyota Land Cruiser 200	182.0	2019	2019	100000 км.	4.0 л	Шаргал	Жийп	Зөв	Бензин
Toyota 4Runner	110.0	2013	2021	111111 км.	0.4 л	Бусад	Жийп	Зөв	Бензин
Toyota Sai	24.8	2010	2024	122800 км.	2.5 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 30	17.6	2013	2021	200000 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 30	28.5	2012	2024	172000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 40	28.0	2011	2023	245000 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 30	23.9	2012	2024	290000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Land Cruiser 200	175.0	2018	2018	56000 км.	4.0 л	Шаргал	Жийп	Зөв	Бензин
Toyota Crown	57.3	2016	2024	175683 км.	2.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Hyundai Sonata	21.0	2015	2023	62000 км.	2.0 л	Хар	Суудлын тэрэг	Зөв	Газ
Honda Insight	5.3	2010	2017	100000 км.	1.5 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Volkswagen Touareg	120.0	2018	2023	70000 км.	3.6 л	Хар	Жийп	Зөв	Бензин
Lexus RX	64.0	2012	2024	61000 км.	3.5 л	Бор	Жийп	Буруу	Хайбрид
Toyota Prius 20	16.0	2007	2021	200 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Land Cruiser 200	78.0	2009	2014	170 км.	4.0 л	Хар	Жийп	Зөв	Дизель
Toyota Prius 30	19.0	2010	2022	111 км.	1.8 л	Цагаан шар	Суудлын тэрэг	Буруу	Хайбрид
Jeep Wrangler	100.0	2017	2024	54000 км.	3.5 л	Хар	Жийп	Зөв	Бензин
Toyota Aqua	11.0	2014	2020	140000 км.	1.5 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 40	23.0	2012	2019	20 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 55	36.8	2018	2024	135000 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Aqua	15.9	2014	2024	210000 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Lexus GS	43.0	2013	2023	160 км.	2.5 л	Бор	Суудлын тэрэг	Буруу	Бензин
Toyota Harrier	70.0	2015	2023	100 км.	2.5 л	Хар	Жийп	Буруу	Хайбрид
Toyota Highlander	55.0	2013	2021	209 км.	2.7 л	Хар	Жийп	Зөв	Бензин
Toyota Corolla	20.0	2016	2022	196874 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Carina	3.2	1998	2007	221000 км.	1.4 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Nissan Leaf	18.0	2014	2019	86000 км.	0.4 л	Саарал	Суудлын тэрэг	Буруу	Цахилгаан
Lexus HS	27.5	2010	2021	130000 км.	2.4 л	Шаргал	Суудлын тэрэг	Буруу	Хайбрид
Porsche Cayenne	127.0	2013	2023	143000 км.	4.8 л	Цагаан шар	Жийп	Зөв	Бензин
Toyota Prius 30	23.7	2012	2024	130000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Hilux	100.0	2019	2020	57000 км.	2.8 л	Хар	Жийп	Буруу	Дизель
Mitsubishi Pajero	9.5	1996	1996	200000 км.	2.5 л	Хар	Жийп	Зөв	Дизель
Toyota Harrier	28.0	2008	2018	146000 км.	2.4 л	Хар	Жийп	Буруу	Бензин
Toyota Prius 30	15.3	2009	2018	150000 км.	1.8 л	Шаргал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Sai	24.8	2010	2023	174000 км.	2.4 л	Бор	Суудлын тэрэг	Буруу	Хайбрид
Nissan Juke	20.0	2012	2021	130 км.	3.0 л	Бусад	Суудлын тэрэг	Буруу	Бензин
Toyota Prius 30	12.0	2010	2015	270000 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Geely Coolray	72.0	2023	2023	6200 км.	1.5 л	Хар	Жийп	Зөв	Бензин
Mercedes-Benz E-Class	18.5	2007	2014	140000 км.	3.5 л	Шаргал	Суудлын тэрэг	Зөв	Бензин
Lexus RX	115.0	2017	2024	55000 км.	3.5 л	Бор	Жийп	Буруу	Хайбрид
Nissan Tiida	5.5	2012	2018	88750 км.	1.5 л	Хар	Суудлын тэрэг	Буруу	Бензин
Toyota Land Cruiser Prado	104.0	2017	2017	90000 км.	2.7 л	Цагаан шар	Жийп	Зөв	Бензин
Lexus NX	69.0	2015	2024	96 км.	2.4 л	Хар	Жийп	Буруу	Хайбрид
Toyota Land Cruiser 200	165.0	2018	2018	82000 км.	4.0 л	Шаргал	Жийп	Зөв	Бензин
Toyota Prius 30	13.5	2011	2018	135000 км.	1.8 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Prius 40	20.0	2014	2021	1 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Хайбрид
Toyota Camry	35.8	2012	2024	120000 км.	2.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Hyundai Grandeur	129.0	2021	2022	17000 км.	2.5 л	Цагаан шар	Суудлын тэрэг	Зөв	Бензин
Toyota Land Cruiser 200	172.0	2016	2017	102000 км.	4.7 л	Шаргал	Жийп	Зөв	Бензин
Toyota Camry	41.0	2016	2024	126000 км.	2.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Estima	4.0	2004	2014	100000 км.	2.4 л	Бусад	Гэр бүлийн	Буруу	Хайбрид
Toyota Prius 30	17.0	2011	2020	19 км.	1.8 л	Саарал	Суудлын тэрэг	Буруу	Бензин
Toyota Land Cruiser 200	185.0	2016	2017	63000 км.	4.7 л	Цагаан шар	Жийп	Зөв	Бензин
Lexus RX	108.0	2016	2024	79000 км.	3.5 л	Бор	Жийп	Буруу	Хайбрид
Toyota Camry	53.0	2015	2023	180000 км.	2.5 л	Хар	Суудлын тэрэг	Зөв	Бензин
Toyota Prius 30	17.0	2010	2019	8888888888 км.	2.0 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Lexus IS	44.0	2014	2024	188000 км.	2.4 л	Бусад	Суудлын тэрэг	Буруу	Хайбрид
Toyota Kluger	10.0	2001	2012	0 км.	2.4 л	Хар	Жийп	Буруу	Бензин
Toyota Crown	46.0	2015	2024	200000 км.	2.5 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
Toyota Camry	33.0	2014	2024	86000 км.	2.4 л	Хар	Суудлын тэрэг	Буруу	Хайбрид
