,mark,price,produced_year,imported_year,type,hurd,hodolguur,distance_num,motor_vol
3706,Toyota Prius 30,26.9,2013,2024,Суудлын тэрэг,False,Хайбрид,162000.0,1.0
3707,Subaru Forester,22.0,2009,2018,Жийп,False,Бензин,117200.0,2.0
3708,Toyota Land Cruiser 200,109.0,2013,2014,Жийп,True,Бензин,160000.0,4.0
3709,Toyota Fielder,12.5,2008,2018,Суудлын тэрэг,False,Бензин,210000.0,1.0
3710,Toyota Harrier,49.0,2013,2023,Суудлын тэрэг,False,Бензин,200000.0,2.0
3711,Lexus LX,255.0,2017,2022,Жийп,True,Бензин,58888.0,5.0
3712,Nissan Dualis/Qashqai,35.0,2015,2020,Суудлын тэрэг,True,Дизель,27631.0,1.0
3713,Toyota Camry,26.0,2012,2021,Суудлын тэрэг,False,Бензин,150000.0,2.0
3714,Toyota Prius 30,23.5,2013,2023,Суудлын тэрэг,False,Хайбрид,140000.0,1.0
3715,Hyundai Starex,8.5,2009,2009,Гэр бүлийн,True,Бензин,1820000.0,2.0
3716,Toyota Land Cruiser 200,180.0,2018,2018,Жийп,True,Дизель,60000.0,1.0
3717,Toyota Sai,25.0,2010,2022,Суудлын тэрэг,False,Хайбрид,105000.0,2.0
3718,Toyota Harrier,59.0,2014,2024,Жийп,False,Хайбрид,160000.0,1.0
3719,Toyota Prius 40,22.8,2011,2020,Суудлын тэрэг,False,Хайбрид,180000.0,1.0
3720,Toyota Harrier,49.0,2014,2022,Жийп,False,Бензин,80000.0,2.0
3721,Toyota Prius 30,22.5,2011,2023,Суудлын тэрэг,False,Хайбрид,176000.0,1.0
3722,Toyota Prius 30,22.0,2012,2024,Суудлын тэрэг,False,Хайбрид,150000.0,1.0
3723,Lexus LX,58.0,2006,2012,Жийп,True,Бензин,171000.0,4.0
3724,Toyota Land Cruiser 200,165.0,2019,2019,Жийп,True,Дизель,61000.0,4.0
3725,Toyota Prius 40,35.8,2015,2024,Суудлын тэрэг,False,Хайбрид,129000.0,1.0
3726,Hyundai Sonata,21.0,2015,2022,Суудлын тэрэг,True,Газ,74000.0,2.0
3727,Toyota Prius 30,25.0,2009,2024,Суудлын тэрэг,False,Хайбрид,150000.0,1.0
3728,Toyota Prius 30,20.7,2010,2024,Суудлын тэрэг,False,Хайбрид,137000.0,1.0
3729,Toyota Prius 30,23.5,2010,2024,Гэр бүлийн,False,Хайбрид,1000.0,1.0
3730,Toyota Vellfire,41.0,2009,2023,Гэр бүлийн,False,Бензин,127000.0,2.0
3731,Toyota Alphard,40.0,2014,2022,Гэр бүлийн,False,Бензин,237600.0,2.0
3732,Toyota Pickup,158.0,2021,2022,Жийп,True,Бензин,8800.0,4.0
3733,Lexus LX,310.0,2019,2024,Жийп,True,Бензин,35000.0,5.0
3734,Lexus GS,52.0,2016,2023,Суудлын тэрэг,False,Бензин,180000.0,2.0
3735,Mercedes-Benz CLS-Class,50.0,2012,2012,Суудлын тэрэг,True,Бензин,63000.0,3.0
3736,Toyota Prius 30,23.3,2014,2023,Суудлын тэрэг,False,Хайбрид,110000.0,1.0
3737,Nissan Note,15.5,2013,2023,Суудлын тэрэг,False,Бензин,120000.0,1.0
3738,Toyota Prius 40,32.0,2012,2024,Суудлын тэрэг,False,Хайбрид,216000.0,1.0
3739,Toyota Prius 20,10.5,2007,2017,Суудлын тэрэг,False,Бензин,160000.0,1.0
3740,Toyota Crown,42.5,2015,2023,Суудлын тэрэг,False,Бензин,90000.0,2.0
3741,Toyota Fielder,24.0,2017,2024,Суудлын тэрэг,False,Хайбрид,1800000.0,1.0
3742,Toyota Land Cruiser Prado,89.0,2014,2024,Жийп,False,Бензин,130000.0,2.0
3743,Hyundai Starex,16.0,2004,2011,Гэр бүлийн,True,Дизель,123000.0,2.0
3744,Toyota Prius 30,12.8,2009,2017,Суудлын тэрэг,False,Бензин,180000.0,1.0
3745,Toyota Land Cruiser 200,167.0,2017,2017,Жийп,True,Бензин,90000.0,4.0
3746,Toyota Harrier,44.0,2008,2023,Гэр бүлийн,False,Бензин,134000.0,3.0
3747,Toyota Voxy,32.8,2014,2024,Гэр бүлийн,False,Хайбрид,112000.0,1.0
3748,Toyota Prius 30,15.5,2009,2017,Суудлын тэрэг,False,Бензин,111111.0,1.0
3749,Kia Sportage,8.0,2005,2013,Жийп,True,Дизель,1212452.0,2.0
3750,Toyota Prius 40,24.8,2014,2021,Гэр бүлийн,False,Хайбрид,150000.0,1.0
3751,Lexus GX,132.0,2014,2014,Жийп,True,Бензин,34000.0,4.0
3752,Toyota Harrier,73.5,2017,2024,Жийп,False,Хайбрид,125000.0,2.0
3753,Toyota Prius 20,13.0,2009,2018,Суудлын тэрэг,False,Бензин,50000.0,1.0
3754,Toyota Aqua,15.0,2014,2023,Суудлын тэрэг,False,Хайбрид,75000.0,1.0
3755,Lexus RX,100.0,2016,2019,Гэр бүлийн,True,Бензин,95000.0,3.0
3756,Toyota Sai,17.5,2010,2018,Суудлын тэрэг,False,Бензин,1000.0,2.0
3757,Toyota Crown,48.0,2014,2022,Суудлын тэрэг,False,Бензин,60000.0,3.0
3758,Toyota Land Cruiser Prado,139.0,2023,2024,Жийп,False,Бензин,50000.0,2.0
3759,Toyota Land Cruiser 200,168.0,2018,2024,Жийп,False,Бензин,62000.0,4.0
3760,Toyota Fielder,26.5,2014,2023,Суудлын тэрэг,False,Бензин,196000.0,1.0
3761,Nissan Juke,36.0,2017,2022,Жийп,True,Бензин,60000.0,1.0
3762,Subaru Forester,31.0,2013,2022,Суудлын тэрэг,False,Бензин,2000.0,2.0
3763,Toyota Sienta,26.5,2015,2024,Гэр бүлийн,False,Хайбрид,102386.0,1.0
3764,Mercedes-Benz M-Class,73.0,2014,2020,Жийп,True,Бензин,86000.0,3.0
3765,Toyota Prius 30,12.5,2010,2015,Суудлын тэрэг,False,Хайбрид,162544.0,2.0
3766,Toyota Land Cruiser 200,185.0,2018,2019,Жийп,True,Дизель,100000.0,4.0
3767,Toyota Highlander,37.0,2009,2015,Жийп,True,Хайбрид,100000.0,3.0
3768,Toyota Hiace,44.0,2011,2024,Суудлын тэрэг,False,Бензин,260000.0,2.0
3769,Toyota Aqua,16.0,2013,2022,Суудлын тэрэг,False,Бензин,150000.0,1.0
3770,Toyota Harrier,63.9,2018,2023,Жийп,False,Хайбрид,200000.0,2.0
3771,Toyota Prius 40,30.5,2013,2024,Гэр бүлийн,False,Хайбрид,250000.0,1.0
3772,Toyota Sai,26.8,2010,2023,Суудлын тэрэг,False,Хайбрид,202000.0,2.0
3773,Daihatsu Бусад,12.3,2016,2022,Суудлын тэрэг,False,Бензин,130000.0,1.0
3774,Lexus HS,25.5,2010,2021,Суудлын тэрэг,False,Хайбрид,145000.0,2.0
3775,Hyundai Tucson,25.5,2016,2019,Жийп,False,Бензин,153000.0,2.0
3776,MINI Cooper,24.0,2011,2018,Суудлын тэрэг,False,Бензин,141300.0,1.0
3777,Toyota Prius 40,29.5,2013,2023,Суудлын тэрэг,False,Хайбрид,196000.0,1.0
3778,Автомашин Бусад,79.0,2023,2023,Жийп,True,Хайбрид,1600.0,1.0
3779,Toyota Camry,14.5,2009,2018,Суудлын тэрэг,False,Бензин,210000.0,2.0
3780,Ford Explorer,59.0,2011,2022,Жийп,True,Бензин,87000.0,3.0
3781,Toyota Prius 40,32.5,2013,2024,Суудлын тэрэг,False,Хайбрид,150000.0,1.0
3782,Toyota RAV4,145.0,2022,2022,Жийп,True,Бензин,9000.0,2.0
3783,Toyota Prius 30,17.8,2011,2021,Суудлын тэрэг,False,Хайбрид,110000.0,1.0
3784,Renault Бусад,45.0,2018,2019,Жийп,True,Бензин,58000.0,2.0
3785,Toyota Prius 40,30.0,2014,2023,Суудлын тэрэг,False,Хайбрид,260000.0,1.0
3786,Toyota Prius 55,28.5,2016,2021,Суудлын тэрэг,False,Хайбрид,190000.0,1.0
3787,Lexus RX,80.0,2014,2022,Жийп,False,Хайбрид,125000.0,3.0
3788,Toyota Harrier,33.0,2008,2017,Жийп,False,Бензин,136000.0,2.0
3789,Toyota Prius 40,28.0,2012,2022,Суудлын тэрэг,False,Бензин,200000.0,1.0
3790,Toyota Harrier,41.5,2007,2023,Жийп,False,Хайбрид,87000.0,3.0
3791,Nissan Note,8.0,2012,2017,Суудлын тэрэг,False,Бензин,1200000.0,1.0
3792,Toyota Prius 40,27.0,2013,2022,Суудлын тэрэг,False,Хайбрид,210000.0,1.0
3793,Nissan Leaf,10.0,2014,2024,Суудлын тэрэг,False,Цахилгаан,235000.0,
3794,Toyota Prius 40,29.5,2013,2023,Суудлын тэрэг,False,Хайбрид,110000.0,1.0
3795,Lexus LX,58.0,2006,2012,Жийп,True,Бензин,138000.0,4.0
3796,BMW 5-сери,1.2,2004,2010,Суудлын тэрэг,True,Бензин,150000.0,3.0
3797,Lexus LX,230.0,2016,2016,Жийп,True,Бензин,80000.0,5.0
3798,Volkswagen Golf,20.0,2013,2020,Гэр бүлийн,False,Бензин,85000.0,1.0
3799,Toyota Prius 30,24.0,2013,2023,Суудлын тэрэг,False,Бензин,200000.0,1.0
3800,Toyota Prius 10,3.5,2002,2013,Суудлын тэрэг,False,Хайбрид,1111111111.0,1.0
3801,Toyota Prius 30,16.0,2011,2017,Суудлын тэрэг,False,Хайбрид,150000.0,1.0
3802,Toyota Land Cruiser 105,36.5,2004,2012,Жийп,False,Бензин,150000.0,3.0
3803,Toyota Prius 40,27.5,2012,2024,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
3804,Toyota Prius 30,21.8,2010,2024,Суудлын тэрэг,False,Хайбрид,150000.0,1.0
3805,Toyota Harrier,55.5,2014,2023,Жийп,False,Хайбрид,130000.0,2.0
3806,Toyota Prius 50,35.0,2017,2024,Суудлын тэрэг,False,Хайбрид,170000.0,1.0
3807,Ford Pickup,230.0,2020,2020,Жийп,True,Бензин,60000.0,3.0
3808,Toyota Hiace,50.0,2016,2022,Гэр бүлийн,False,Бензин,50000.0,2.0
3809,Toyota Prius 40,24.0,2012,2022,Суудлын тэрэг,False,Хайбрид,210000.0,1.0
3810,Suzuki Grand Vitara,19.8,2009,2010,Жийп,True,Бензин,120000.0,2.0
3811,Chevrolet Tahoe,65.0,2011,2011,Жийп,True,Бензин,120000.0,6.0
3812,Toyota Alphard,72.0,2017,2023,Гэр бүлийн,False,Хайбрид,200000.0,2.0
3813,Peugeot Бусад,10.0,2014,2018,Суудлын тэрэг,False,Бензин,74000.0,1.0
3814,Nissan Serena,18.5,2012,2022,Гэр бүлийн,False,Бензин,150000.0,2.0
3815,Toyota Corolla,7.0,2004,2013,Суудлын тэрэг,False,Бензин,170000.0,1.0
3816,Toyota Prius 40,25.8,2014,2023,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
3817,Toyota Alphard,38.0,2012,2020,Гэр бүлийн,False,Хайбрид,150000.0,2.0
3818,Toyota Prius 20,21.5,2006,2024,Суудлын тэрэг,False,Хайбрид,145800.0,1.0
3819,Toyota Harrier,65.0,2014,2023,Суудлын тэрэг,False,Бензин,160000.0,2.0
3820,Toyota Aqua,14.5,2015,2020,Суудлын тэрэг,False,Хайбрид,150000.0,1.0
3821,Toyota Prius 30,18.5,2013,2021,Суудлын тэрэг,False,Хайбрид,1234.0,1.0
3822,Toyota Prius 40,42.0,2016,2024,Суудлын тэрэг,False,Хайбрид,112000.0,1.0
3823,Toyota Prius 40,32.0,2013,2024,Суудлын тэрэг,False,Бензин,1809600.0,1.0
3824,Toyota Sai,36.5,2014,2024,Суудлын тэрэг,False,Хайбрид,138000.0,2.0
3825,Volkswagen Passat,17.0,2013,2016,Суудлын тэрэг,True,Бензин,110000.0,1.0
3826,Toyota Crown,13.2,2007,2017,Суудлын тэрэг,False,Бензин,189000.0,2.0
3827,Toyota Prius 20,10.5,2005,2019,Суудлын тэрэг,False,Бензин,200000.0,
3828,Toyota Prius 30,22.7,2011,2024,Суудлын тэрэг,False,Хайбрид,120000.0,1.0
3829,Toyota Prius 30,20.9,2014,2022,Суудлын тэрэг,False,Бензин,241744.0,1.0
3830,Toyota Harrier,21.0,2007,2013,Жийп,False,Бензин,1000.0,2.0
3831,Toyota Sai,26.0,2010,2023,Суудлын тэрэг,False,Хайбрид,175000.0,2.0
3832,Toyota Aqua,15.9,2014,2024,Суудлын тэрэг,False,Хайбрид,190000.0,1.0
3833,Hyundai Sonata,22.0,2015,2018,Суудлын тэрэг,True,Газ,1234.0,2.0
3834,Lexus LX,83.0,2011,2012,Жийп,True,Бензин,130000.0,5.0
3835,Land Rover Range Rover,190.0,2022,2023,Жийп,True,Бензин,5600.0,2.0
3836,Toyota Kluger,34.0,2006,2024,Жийп,False,Хайбрид,125000.0,3.0
3837,Toyota Prius 40,30.5,2011,2024,Суудлын тэрэг,False,Хайбрид,175000.0,1.0
3838,Toyota Mark,29.0,2013,2023,Суудлын тэрэг,False,Бензин,109000.0,2.0
3839,Honda Fit,4.0,2005,2008,Суудлын тэрэг,False,Бензин,100000.0,1.0
3840,Lexus RX,57.0,2009,2024,Жийп,False,Хайбрид,200000.0,4.0
3841,Lexus NX,69.0,2015,2024,Жийп,False,Хайбрид,150000.0,2.0
3842,Subaru Forester,16.0,2008,2018,Суудлын тэрэг,False,Бензин,200000.0,2.0
3843,Toyota Prius 55,34.8,2018,2024,Суудлын тэрэг,False,Хайбрид,182000.0,1.0
3844,Toyota Prius 30,26.0,2013,2023,Суудлын тэрэг,False,Хайбрид,132000.0,1.0
3845,Toyota Alphard,35.0,2010,2020,Гэр бүлийн,False,Бензин,145000.0,2.0
3846,Toyota Prius 20,14.8,2008,2016,Суудлын тэрэг,False,Хайбрид,290000.0,1.0
3847,Ford Transit,28.0,2011,2020,Суудлын тэрэг,True,Дизель,200000.0,2.0
3848,Toyota Prius 40,28.6,2014,2024,Суудлын тэрэг,False,Хайбрид,117000.0,1.0
3849,Toyota Succeed,18.5,2014,2023,Суудлын тэрэг,False,Бензин,144444.0,1.0
3850,Toyota Prius 30,21.8,2013,2023,Суудлын тэрэг,False,Хайбрид,198000.0,1.0
3851,Toyota Vitz,9.5,2009,2018,Суудлын тэрэг,False,Бензин,264000.0,1.0
3852,Toyota Mark,40.0,2017,2019,Суудлын тэрэг,False,Бензин,30000.0,2.0
3853,Toyota Prius 40,29.8,2014,2024,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
3854,Toyota Prius 40,25.0,2011,2021,Суудлын тэрэг,False,Хайбрид,3.8383882865778885e+19,1.0
3855,Toyota Prius 30,25.0,2013,2022,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
3856,Toyota Prius 40,37.6,2018,2023,Суудлын тэрэг,False,Хайбрид,106260.0,1.0
3857,Toyota Prius 20,13.5,2005,2017,Суудлын тэрэг,False,Хайбрид,207000.0,1.0
3858,Toyota Land Cruiser 200,220.0,2018,2018,Жийп,True,Бензин,101000.0,4.0
3859,Mercedes-Benz E-Class,110.0,2016,2024,Суудлын тэрэг,True,Бензин,71000.0,2.0
3860,Toyota Allion,1.13,2006,2015,Суудлын тэрэг,False,Бензин,200000.0,1.0
3861,Lexus LX,295.0,2019,2024,Жийп,True,Бензин,66000.0,5.0
3862,Toyota Prius 30,29.5,2012,2024,Суудлын тэрэг,False,Хайбрид,130000.0,1.0
3863,Toyota Fielder,14.8,2010,2019,Суудлын тэрэг,False,Бензин,200000.0,1.0
3864,Toyota Prius 20,11.8,2010,2016,Суудлын тэрэг,False,Хайбрид,250000.0,1.0
3865,Toyota Land Cruiser Prado,53.0,2009,2018,Жийп,False,Бензин,230000.0,2.0
3866,Lexus LX,85.0,2008,2010,Жийп,True,Бензин,176000.0,5.0
3867,Toyota Prius 40,21.0,2013,2019,Суудлын тэрэг,False,Хайбрид,230000.0,1.0
3868,Toyota Sai,30.0,2014,2023,Суудлын тэрэг,False,Хайбрид,1400000.0,2.0
3869,Toyota Prius 40,29.5,2011,2024,Суудлын тэрэг,False,Хайбрид,18000.0,1.0
3870,Toyota Sai,27.5,2012,2024,Суудлын тэрэг,False,Хайбрид,151000.0,2.0
3871,Toyota Land Cruiser 200,89.0,2011,2013,Жийп,True,Дизель,130000.0,4.0
3872,Toyota Prius 40,27.0,2014,2021,Суудлын тэрэг,False,Хайбрид,148000.0,1.0
3873,Toyota Prius 40,25.5,2013,2021,Суудлын тэрэг,False,Бензин,177000.0,1.0
3874,Mazda CX,37.0,2015,2021,Жийп,False,Бензин,87600.0,2.0
3875,Toyota Brevis,6.5,2003,2012,Суудлын тэрэг,False,Бензин,150000.0,2.0
3876,Mitsubishi Challenger,6.0,2005,2015,Жийп,False,Дизель,200000.0,3.0
3877,Toyota Prius 30,17.0,2010,2020,Суудлын тэрэг,False,Бензин,140000.0,1.0
3878,Toyota Prius 40,25.5,2014,2021,Гэр бүлийн,False,Хайбрид,140000.0,2.0
3879,Toyota Prius 40,26.3,2011,2021,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
3880,Toyota Land Cruiser Prado,93.0,2014,2023,Жийп,False,Бензин,62000.0,2.0
3881,Mercedes-Benz Бусад,45.0,2012,2013,Гэр бүлийн,True,Дизель,110000.0,2.0
3882,Toyota Land Cruiser 105,68.0,2006,2006,Жийп,True,Бензин,99000.0,4.0
3883,Jeep Cherokee,105.0,2022,2024,Жийп,False,Бензин,39000.0,2.0
3884,Toyota Aqua,20.8,2018,2024,Суудлын тэрэг,False,Хайбрид,180000.0,1.0
3885,Toyota Crown,35.8,2014,2022,Суудлын тэрэг,False,Хайбрид,199000.0,2.0
3886,Toyota Prius 30,24.8,2010,2024,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
3887,Lexus LX,49.0,2006,2009,Жийп,True,Бензин,1000.0,4.0
3888,Lexus RX,56.0,2009,2024,Жийп,False,Хайбрид,127000.0,3.0
3889,Lexus RX,85.0,2015,2022,Жийп,True,Бензин,80000.0,3.0
3890,Toyota Prius 40,30.8,2012,2024,Суудлын тэрэг,False,Хайбрид,123000.0,1.0
3891,Toyota Prius 20,23.0,2006,2024,Суудлын тэрэг,False,Хайбрид,1500.0,1.0
3892,Toyota Aqua,16.4,2014,2024,Суудлын тэрэг,False,Хайбрид,214000.0,1.0
3893,Toyota Prius 40,43.8,2016,2024,Суудлын тэрэг,True,Бензин,80000.0,1.0
3894,Lexus RX,81.0,2014,2024,Жийп,False,Хайбрид,84000.0,3.0
3895,Toyota Prius 40,29.8,2011,2024,Гэр бүлийн,False,Хайбрид,111000.0,1.0
3896,Toyota Prius 30,14.2,2010,2016,Суудлын тэрэг,False,Хайбрид,12345.0,1.0
3897,Subaru Outback,15.0,2007,2017,Гэр бүлийн,False,Бензин,20000000.0,2.0
3898,Subaru Legacy,21.0,2013,2022,Суудлын тэрэг,False,Бензин,200000.0,2.0
3899,Toyota Vellfire,41.0,2009,2024,Гэр бүлийн,False,Бензин,190000.0,2.0
3900,Toyota Crown,43.0,2017,2023,Суудлын тэрэг,False,Хайбрид,120000.0,2.0
3901,Toyota Prius 20,9.0,2004,2015,Суудлын тэрэг,False,Бензин,1000000.0,1.0
3902,Toyota Prius 30,19.5,2010,2022,Суудлын тэрэг,False,Бензин,130000.0,1.0
3903,Toyota Prius 40,25.5,2012,2021,Суудлын тэрэг,False,Хайбрид,185000.0,1.0
3904,Toyota Prius 30,22.9,2010,2023,Суудлын тэрэг,False,Хайбрид,181000.0,1.0
3905,Kia Cadenza/K7,68.0,2023,2024,Суудлын тэрэг,True,Бензин,700000.0,1.0
3906,Toyota Land Cruiser Prado,96.5,2014,2024,Жийп,False,Бензин,57000.0,2.0
3907,Hyundai Sonata,22.0,2017,2024,Суудлын тэрэг,True,Газ,50000.0,2.0
3908,Toyota Prius 20,13.5,2006,2019,Суудлын тэрэг,True,Хайбрид,160000.0,1.0
3909,Nissan Patrol,260.0,2022,2023,Жийп,True,Бензин,20000.0,5.0
3910,Toyota Harrier,59.0,2014,2024,Жийп,False,Хайбрид,125000.0,2.0
3911,Toyota Prius 40,25.0,2013,2022,Суудлын тэрэг,False,Хайбрид,210000.0,1.0
3912,Toyota Sai,20.0,2010,2021,Суудлын тэрэг,False,Хайбрид,184000.0,2.0
3913,Lexus RX,58.0,2014,2022,Жийп,False,Хайбрид,210000.0,3.0
3914,Nissan Note,16.8,2015,2024,Суудлын тэрэг,False,Бензин,124000.0,1.0
3915,Toyota Land Cruiser 300,265.0,2021,2022,Жийп,False,Бензин,17000.0,3.0
3916,Mazda CX,51.0,2018,2023,Жийп,False,Бензин,39000.0,2.0
3917,Toyota Crown,24.0,2010,2020,Суудлын тэрэг,False,Хайбрид,200000.0,3.0
3918,Toyota Prius 50,30.5,2016,2024,Суудлын тэрэг,False,Хайбрид,148000.0,1.0
3919,Renault Бусад,90.0,2021,2022,Жийп,True,Бензин,29600.0,2.0
3920,Toyota Premio,16.5,2010,2019,Суудлын тэрэг,False,Бензин,199600.0,1.0
3921,Toyota Harrier,27.0,2006,2017,Жийп,False,Хайбрид,226000.0,3.0
3922,Toyota Land Cruiser 200,82.0,2010,2011,Жийп,True,Дизель,158000.0,4.0
3923,Toyota Spacio,6.0,2001,2010,Суудлын тэрэг,False,Бензин,2000000.0,1.0
3924,Hyundai Starex,18.0,2006,2019,Гэр бүлийн,True,Дизель,10000.0,2.0
3925,Toyota Prius 40,30.5,2014,2023,Суудлын тэрэг,False,Хайбрид,105400.0,1.0
3926,Toyota Avensis,4.0,2003,2012,Суудлын тэрэг,False,Бензин,200000.0,2.0
3927,Toyota Prius 30,17.0,2009,2019,Суудлын тэрэг,False,Бензин,200000.0,1.0
3928,Mercedes-Benz GLK-Class,55.0,2012,2020,Жийп,True,Бензин,122600.0,3.0
3929,Toyota Belta,11.0,2010,2020,Суудлын тэрэг,False,Бензин,1100000.0,1.0
3930,Toyota Aqua,14.0,2012,2022,Суудлын тэрэг,False,Хайбрид,180000000.0,1.0
3931,Toyota Kluger,66.0,2015,2023,Жийп,False,Бензин,82000.0,3.0
3932,Lexus RX,103.0,2016,2024,Жийп,False,Хайбрид,54000.0,3.0
3933,Toyota Wish,27.0,2014,2023,Гэр бүлийн,False,Бензин,168000.0,1.0
3934,Toyota Prius 20,10.0,2005,2015,Суудлын тэрэг,False,Бензин,1000.0,2.0
3935,Toyota Prius 20,17.9,2006,2022,Суудлын тэрэг,False,Хайбрид,187000.0,1.0
3936,Toyota Noah,34.5,2015,2024,Гэр бүлийн,False,Бензин,150000.0,2.0
3937,Toyota Prius 55,37.8,2016,2024,Суудлын тэрэг,False,Хайбрид,133532.0,1.0
3938,Toyota Sai,26.5,2011,2024,Суудлын тэрэг,False,Бензин,111000.0,2.0
3939,Nissan X-Trail,27.0,2012,2022,Жийп,False,Бензин,160000.0,2.0
3940,Toyota Crown,35.0,2013,2019,Суудлын тэрэг,False,Хайбрид,150000.0,2.0
3941,Lexus RX,21.0,2004,2012,Жийп,True,Бензин,189000.0,3.0
3942,Kia Cadenza/K7,36.5,2018,2024,Суудлын тэрэг,True,Газ,101500.0,2.0
3943,Mitsubishi Pajero,15.0,2005,2005,Жийп,True,Бензин,270000.0,3.0
3944,Toyota Fielder,25.0,2016,2024,Суудлын тэрэг,False,Бензин,113200.0,1.0
3945,Toyota Prius 20,13.0,2008,2015,Суудлын тэрэг,False,Бензин,270000.0,1.0
3946,Toyota Highlander,75.0,2015,2022,Жийп,True,Бензин,120000.0,3.0
3947,Toyota Harrier,42.0,2006,2024,Жийп,False,Хайбрид,146000.0,3.0
3948,Toyota Harrier,60.0,2015,2023,Жийп,False,Хайбрид,130000.0,2.0
3949,Nissan Pathfinder,17.0,2006,2006,Жийп,False,Дизель,160000.0,2.0
3950,Toyota Camry,22.0,2013,2019,Суудлын тэрэг,False,Хайбрид,1000.0,3.0
3951,Lexus RX,60.5,2010,2023,Жийп,False,Хайбрид,120000.0,3.0
3952,Lexus RX,52.5,2010,2024,Жийп,False,Хайбрид,100000.0,3.0
3953,Toyota Prius 40,28.5,2012,2024,Суудлын тэрэг,False,Хайбрид,126000.0,1.0
3954,Toyota Prius 20,12.0,2008,2015,Суудлын тэрэг,False,Бензин,1111.0,1.0
3955,Toyota Harrier,64.0,2014,2024,Жийп,False,Хайбрид,185000.0,2.0
3956,Lexus HS,24.0,2009,2021,Суудлын тэрэг,False,Хайбрид,100000.0,2.0
3957,Lexus LX,248.0,2017,2018,Жийп,True,Бензин,41000.0,5.0
3958,Toyota Prius 40,32.3,2013,2023,Гэр бүлийн,False,Хайбрид,171000.0,1.0
3959,Toyota Sai,28.5,2013,2021,Суудлын тэрэг,False,Хайбрид,250000.0,2.0
3960,Toyota Crown,53.5,2015,2024,Суудлын тэрэг,False,Бензин,118000.0,2.0
3961,Toyota Prius 20,19.8,2007,2023,Суудлын тэрэг,False,Хайбрид,80000.0,1.0
3962,Toyota Prius 40,28.0,2013,2023,Гэр бүлийн,False,Хайбрид,219000.0,1.0
3963,Mazda CX,19.9,2018,2019,Жийп,False,Бензин,67000.0,2.0
3964,Toyota Hiace,34.0,2011,2022,Суудлын тэрэг,False,Бензин,1000000.0,3.0
3965,Toyota Kluger,75.0,2019,2023,Жийп,False,Бензин,78000.0,3.0
3966,Hyundai Sonata,19.0,2016,2023,Суудлын тэрэг,True,Газ,123456.0,2.0
3967,Toyota Camry,20.0,2011,2018,Суудлын тэрэг,False,Хайбрид,200000.0,2.0
3968,Lexus RX,58.0,2013,2019,Жийп,False,Бензин,184000.0,2.0
3969,Toyota Land Cruiser 300,265.0,2021,2022,Жийп,True,Бензин,17682.0,3.0
3970,Toyota Prius 20,14.5,2009,2020,Суудлын тэрэг,False,Хайбрид,170000.0,1.0
3971,Lexus LX,260.0,2017,2020,Жийп,True,Бензин,58000.0,5.0
3972,Toyota Crown,38.0,2013,2022,Суудлын тэрэг,False,Бензин,115000.0,2.0
3973,Toyota Harrier,77.0,2018,2023,Гэр бүлийн,False,Хайбрид,117000.0,2.0
3974,Toyota Rumion,13.6,2010,2019,Суудлын тэрэг,False,Бензин,200000.0,1.0
3975,Lexus RX,53.0,2011,2024,Жийп,False,Хайбрид,100000.0,3.0
3976,Toyota Prius 20,8.5,2010,2016,Суудлын тэрэг,False,Хайбрид,120000.0,1.0
3977,Toyota Prius 30,24.5,2014,2024,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
3978,Nissan Note,15.7,2014,2023,Суудлын тэрэг,False,Бензин,111000.0,1.0
3979,Nissan Juke,15.0,2010,2019,Жийп,False,Бензин,111111.0,1.0
3980,Toyota Prius 30,20.8,2014,2022,Суудлын тэрэг,False,Хайбрид,120000.0,1.0
3981,Toyota Harrier,28.5,2010,2019,Гэр бүлийн,False,Бензин,150000.0,2.0
3982,Toyota Aqua,19.8,2016,2024,Суудлын тэрэг,False,Хайбрид,160000.0,1.0
3983,Toyota Land Cruiser 77,157.0,2024,2024,Суудлын тэрэг,True,Дизель,50000.0,4.0
3984,Lexus ES,38.0,2012,2020,Суудлын тэрэг,False,Хайбрид,80000.0,2.0
3985,Mercedes-Benz G-Class,530.0,2021,2021,Жийп,True,Бензин,19000.0,4.0
3986,Lexus RX,67.0,2013,2022,Жийп,False,Хайбрид,128598.0,3.0
3987,Toyota Prius 30,16.8,2010,2020,Суудлын тэрэг,False,Бензин,230000.0,1.0
3988,Toyota Sai,20.0,2010,2020,Суудлын тэрэг,False,Хайбрид,224000.0,2.0
3989,Toyota Prius 40,25.0,2014,2020,Суудлын тэрэг,False,Хайбрид,180000.0,1.0
3990,Toyota Prius 30,18.5,2011,2021,Суудлын тэрэг,False,Хайбрид,222000.0,1.0
3991,Toyota Harrier,58.8,2014,2024,Жийп,False,Хайбрид,64182.0,2.0
3992,Toyota Prius 30,15.0,2009,2017,Суудлын тэрэг,False,Хайбрид,230000.0,1.0
